iShares Russell 3000 ETF
Fund Holdings as of,"Jul 24, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"46,200,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"BBW","BUILD A BEAR WORKSHOP INC","Consumer Discretionary","Equity","146,156.90","0.00","146,156.90","4,337.00","33.70","United States","NYSE","USD","1.00","USD","-"
"CLB","CORE LABORATORIES INC","Energy","Equity","146,283.45","0.00","146,283.45","12,535.00","11.67","United States","NYSE","USD","1.00","USD","-"
"RPD","RAPID7 INC","Information Technology","Equity","146,335.80","0.00","146,335.80","15,420.00","9.49","United States","NASDAQ","USD","1.00","USD","-"
"ACTG","ACACIA RESEARCH CORP","Financials","Equity","146,347.30","0.00","146,347.30","31,405.00","4.66","United States","NASDAQ","USD","1.00","USD","-"
"ZBIO","ZENAS BIOPHARMA INC","Health Care","Equity","143,015.34","0.00","143,015.34","4,706.00","30.39","United States","NASDAQ","USD","1.00","USD","-"
"FSBW","FS BANCORP INC","Financials","Equity","143,258.85","0.00","143,258.85","3,285.00","43.61","United States","NASDAQ","USD","1.00","USD","-"
"RM","REGIONAL MANAGEMENT CORP","Financials","Equity","143,317.65","0.00","143,317.65","3,441.00","41.65","United States","NYSE","USD","1.00","USD","-"
"CZNC","CITIZENS AND NORTHERN CORP","Financials","Equity","143,543.25","0.00","143,543.25","5,895.00","24.35","United States","NASDAQ","USD","1.00","USD","-"
"MBUU","MALIBU BOATS CLASS A INC","Consumer Discretionary","Equity","143,652.20","0.00","143,652.20","5,186.00","27.70","United States","NASDAQ","USD","1.00","USD","-"
"PUBM","PUBMATIC INC CLASS A","Communication","Equity","144,330.56","0.00","144,330.56","11,528.00","12.52","United States","NASDAQ","USD","1.00","USD","-"
"SABR","SABRE CORP","Consumer Discretionary","Equity","144,363.56","0.00","144,363.56","86,966.00","1.66","United States","NASDAQ","USD","1.00","USD","-"
"OOMA","OOMA INC","Information Technology","Equity","144,524.38","0.00","144,524.38","7,219.00","20.02","United States","NYSE","USD","1.00","USD","-"
"MEI","METHODE ELECTRONICS INC","Information Technology","Equity","144,557.02","0.00","144,557.02","9,442.00","15.31","United States","NYSE","USD","1.00","USD","-"
"UHT","UNIVERSAL HEALTH REALTY INCOME TRU","Real Estate","Equity","144,682.83","0.00","144,682.83","3,301.00","43.83","United States","NYSE","USD","1.00","USD","-"
"MNRO","MONRO INC","Consumer Discretionary","Equity","144,729.80","0.00","144,729.80","8,620.00","16.79","United States","NASDAQ","USD","1.00","USD","-"
"ANGO","ANGIODYNAMICS INC","Health Care","Equity","141,064.20","0.00","141,064.20","10,380.00","13.59","United States","NASDAQ","USD","1.00","USD","-"
"GIC","GLOBAL INDUSTRIAL","Industrials","Equity","141,147.28","0.00","141,147.28","4,019.00","35.12","United States","NYSE","USD","1.00","USD","-"
"AMPL","AMPLITUDE INC CLASS A","Information Technology","Equity","141,628.50","0.00","141,628.50","17,485.00","8.10","United States","NASDAQ","USD","1.00","USD","-"
"MDXG","MIMEDX GROUP INC","Health Care","Equity","142,543.80","0.00","142,543.80","33,939.00","4.20","United States","NASDAQ","USD","1.00","USD","-"
"DRUG","BRIGHT MINDS BIOSCIENCES INC","Health Care","Equity","142,588.67","0.00","142,588.67","1,999.00","71.33","United States","NASDAQ","USD","1.00","USD","-"
"EBF","ENNIS INC","Industrials","Equity","142,730.12","0.00","142,730.12","6,614.00","21.58","United States","NYSE","USD","1.00","USD","-"
"CBLL","CERIBELL INC","Health Care","Equity","139,287.67","0.00","139,287.67","8,237.00","16.91","United States","NASDAQ","USD","1.00","USD","-"
"CCOI","COGENT COMMUNICATIONS HOLDINGS INC","Communication","Equity","139,341.93","0.00","139,341.93","11,739.00","11.87","United States","NASDAQ","USD","1.00","USD","-"
"NIQ","NIQ GLOBAL INTELLIGENCE PLC","Communication","Equity","139,352.25","0.00","139,352.25","12,963.00","10.75","United States","NYSE","USD","1.00","USD","-"
"VMD","VIEMED HEALTHCARE INC","Health Care","Equity","139,462.73","0.00","139,462.73","11,849.00","11.77","United States","NASDAQ","USD","1.00","USD","-"
"BOW","BOWHEAD SPECIALTY HOLDINGS INC","Financials","Equity","139,590.57","0.00","139,590.57","4,487.00","31.11","United States","NYSE","USD","1.00","USD","-"
"DSGR","DISTRIBUTION SOLUTIONS GROUP INC","Industrials","Equity","139,661.97","0.00","139,661.97","4,047.00","34.51","United States","NASDAQ","USD","1.00","USD","-"
"FIP","FTAI INFRASTRUCTURE INC","Industrials","Equity","139,814.19","0.00","139,814.19","33,053.00","4.23","United States","NASDAQ","USD","1.00","USD","-"
"ETD","ETHAN ALLEN INTERIORS INC","Consumer Discretionary","Equity","139,886.60","0.00","139,886.60","6,130.00","22.82","United States","NYSE","USD","1.00","USD","-"
"WASH","WASHINGTON TRUST BANCORP INC","Financials","Equity","140,046.72","0.00","140,046.72","3,648.00","38.39","United States","NASDAQ","USD","1.00","USD","-"
"SD","SANDRIDGE ENERGY INC","Energy","Equity","140,355.92","0.00","140,355.92","10,156.00","13.82","United States","NYSE","USD","1.00","USD","-"
"CWCO","CONSOLIDATED WATER LTD","Utilities","Equity","140,384.16","0.00","140,384.16","4,788.00","29.32","United States","NASDAQ","USD","1.00","USD","-"
"ASAN","ASANA INC CLASS A","Information Technology","Equity","137,227.44","0.00","137,227.44","20,004.00","6.86","United States","NYSE","USD","1.00","USD","-"
"MLAB","MESA LABORATORIES INC","Health Care","Equity","137,572.50","0.00","137,572.50","1,411.00","97.50","United States","NASDAQ","USD","1.00","USD","-"
"NB","NIOCORP DEVELOPMENTS LTD","Materials","Equity","137,766.78","0.00","137,766.78","33,277.00","4.14","United States","NASDAQ","USD","1.00","USD","-"
"KMTS","KESTRA MEDICAL TECHNOLOGIES LTD","Health Care","Equity","138,027.24","0.00","138,027.24","6,554.00","21.06","United States","NASDAQ","USD","1.00","USD","-"
"VEL","VELOCITY FINANCIAL INC","Financials","Equity","138,130.94","0.00","138,130.94","7,934.00","17.41","United States","NYSE","USD","1.00","USD","-"
"RYAM","RAYONIER ADVANCED MATERIALS INC","Materials","Equity","138,135.92","0.00","138,135.92","16,484.00","8.38","United States","NYSE","USD","1.00","USD","-"
"ONIT","ONITY GROUP INC","Financials","Equity","138,749.92","0.00","138,749.92","3,518.00","39.44","United States","NYSE","USD","1.00","USD","-"
"BXC","BLUELINX HOLDINGS INC","Industrials","Equity","135,978.48","0.00","135,978.48","2,328.00","58.41","United States","NYSE","USD","1.00","USD","-"
"FMAO","FARMERS AND MERCHANTS BANCORP INC","Financials","Equity","136,829.95","0.00","136,829.95","4,421.00","30.95","United States","NASDAQ","USD","1.00","USD","-"
"EVCM","EVERCOMMERCE INC","Information Technology","Equity","133,159.64","0.00","133,159.64","11,519.00","11.56","United States","NASDAQ","USD","1.00","USD","-"
"JMSB","JOHN MARSHALL BANCORP INC","Financials","Equity","133,794.26","0.00","133,794.26","5,989.00","22.34","United States","NASDAQ","USD","1.00","USD","-"
"HIFS","HINGHAM INSTITUTION FOR SAVINGS","Financials","Equity","134,097.60","0.00","134,097.60","480.00","279.37","United States","NASDAQ","USD","1.00","USD","-"
"MTW","MANITOWOC INC","Industrials","Equity","134,273.28","0.00","134,273.28","9,344.00","14.37","United States","NYSE","USD","1.00","USD","-"
"FNLC","FIRST BANCORP INC","Financials","Equity","134,498.10","0.00","134,498.10","3,845.00","34.98","United States","NASDAQ","USD","1.00","USD","-"
"CSTL","CASTLE BIOSCIENCES INC","Health Care","Equity","134,780.10","0.00","134,780.10","5,460.00","24.68","United States","NASDAQ","USD","1.00","USD","-"
"BMRC","BANK OF MARIN BANCORP","Financials","Equity","131,565.21","0.00","131,565.21","4,573.00","28.77","United States","NASDAQ","USD","1.00","USD","-"
"PANL","PANGAEA LOGISTICS SOLUTIONS LTD","Industrials","Equity","131,690.72","0.00","131,690.72","17,192.00","7.66","United States","NASDAQ","USD","1.00","USD","-"
"PAHC","PHIBRO ANIMAL HEALTH CORP CLASS A","Health Care","Equity","131,885.62","0.00","131,885.62","3,875.00","34.03","United States","NASDAQ","USD","1.00","USD","-"
"PHR","PHREESIA INC","Health Care","Equity","132,737.36","0.00","132,737.36","12,988.00","10.22","United States","NYSE","USD","1.00","USD","-"
"DGICA","DONEGAL GROUP INC CLASS A","Financials","Equity","133,008.40","0.00","133,008.40","7,090.00","18.76","United States","NASDAQ","USD","1.00","USD","-"
"MYGN","MYRIAD GENETICS INC","Health Care","Equity","129,596.61","0.00","129,596.61","23,101.00","5.61","United States","NASDAQ","USD","1.00","USD","-"
"RBB","RBB BANCORP","Financials","Equity","130,348.80","0.00","130,348.80","4,960.00","26.28","United States","NASDAQ","USD","1.00","USD","-"
"TRTX","TPG RE FINANCE TRUST INC","Financials","Equity","130,498.18","0.00","130,498.18","15,139.00","8.62","United States","NYSE","USD","1.00","USD","-"
"FDMT","4D MOLECULAR THERAPEUTICS INC","Health Care","Equity","127,476.13","0.00","127,476.13","12,659.00","10.07","United States","NASDAQ","USD","1.00","USD","-"
"CAL","CALERES INC","Consumer Discretionary","Equity","127,907.24","0.00","127,907.24","10,858.00","11.78","United States","NYSE","USD","1.00","USD","-"
"YEXT","YEXT INC","Information Technology","Equity","128,090.00","0.00","128,090.00","25,618.00","5.00","United States","NYSE","USD","1.00","USD","-"
"GOOD","GLADSTONE COMMERCIAL REIT CORP","Real Estate","Equity","128,913.12","0.00","128,913.12","9,947.00","12.96","United States","NASDAQ","USD","1.00","USD","-"
"MCFT","MASTERCRAFT BOAT HOLDINGS INC","Consumer Discretionary","Equity","129,164.94","0.00","129,164.94","5,322.00","24.27","United States","NASDAQ","USD","1.00","USD","-"
"LXFR","LUXFER HOLDINGS PLC","Industrials","Equity","125,897.20","0.00","125,897.20","7,384.00","17.05","United States","NYSE","USD","1.00","USD","-"
"IIIV","I3 VERTICALS INC CLASS A","Information Technology","Equity","125,945.22","0.00","125,945.22","6,238.00","20.19","United States","NASDAQ","USD","1.00","USD","-"
"CTKB","CYTEK BIOSCIENCES INC","Health Care","Equity","126,329.50","0.00","126,329.50","28,325.00","4.46","United States","NASDAQ","USD","1.00","USD","-"
"IMXI","INTERNATIONAL MONEY EXPRESS INC","Financials","Equity","126,651.60","0.00","126,651.60","9,720.00","13.03","United States","NASDAQ","USD","1.00","USD","-"
"DFH","DREAM FINDERS HOMES INC CLASS A","Consumer Discretionary","Equity","126,866.48","0.00","126,866.48","7,969.00","15.92","United States","NYSE","USD","1.00","USD","-"
"ERII","ENERGY RECOVERY INC","Industrials","Equity","127,167.26","0.00","127,167.26","15,103.00","8.42","United States","NASDAQ","USD","1.00","USD","-"
"UAMY","UNITED STATES ANTIMONY CORP","Materials","Equity","123,568.17","0.00","123,568.17","23,901.00","5.17","United States","NYSE","USD","1.00","USD","-"
"TIPT","TIPTREE INC","Financials","Equity","123,587.13","0.00","123,587.13","6,947.00","17.79","United States","NASDAQ","USD","1.00","USD","-"
"ACIC","AMERICAN COASTAL INSURANCE CORP","Financials","Equity","124,079.60","0.00","124,079.60","12,070.00","10.28","United States","NASDAQ","USD","1.00","USD","-"
"EVH","EVOLENT HEALTH INC CLASS A","Health Care","Equity","124,148.18","0.00","124,148.18","29,419.00","4.22","United States","NYSE","USD","1.00","USD","-"
"WYFI","WHITEFIBER INC","Information Technology","Equity","124,199.28","0.00","124,199.28","5,256.00","23.63","United States","NASDAQ","USD","1.00","USD","-"
"AQST","AQUESTIVE THERAPEUTICS INC","Health Care","Equity","124,777.76","0.00","124,777.76","33,907.00","3.68","United States","NASDAQ","USD","1.00","USD","-"
"OPK","OPKO HEALTH INC","Health Care","Equity","124,854.80","0.00","124,854.80","102,340.00","1.22","United States","NASDAQ","USD","1.00","USD","-"
"FDBC","FIDELITY D AND D BANCORP INC","Financials","Equity","121,967.30","0.00","121,967.30","2,366.00","51.55","United States","NASDAQ","USD","1.00","USD","-"
"AEVA","AEVA TECHNOLOGIES INC","Information Technology","Equity","122,067.00","0.00","122,067.00","8,220.00","14.85","United States","NASDAQ","USD","1.00","USD","-"
"GEVO","GEVO INC","Energy","Equity","122,271.50","0.00","122,271.50","75,244.00","1.63","United States","NASDAQ","USD","1.00","USD","-"
"AEBI","AEBI SCHMIDT HOLDING AG","Industrials","Equity","123,059.09","0.00","123,059.09","9,401.00","13.09","United States","NASDAQ","USD","1.00","USD","-"
"WTI","W AND T OFFSHORE INC","Energy","Equity","123,301.74","0.00","123,301.74","33,689.00","3.66","United States","NYSE","USD","1.00","USD","-"
"RHLD","RESOLUTE HOLDINGS MANAGEMENT INC","Industrials","Equity","119,960.48","0.00","119,960.48","911.00","131.68","United States","NYSE","USD","1.00","USD","-"
"SRTA","STRATA CRITICAL MEDICAL INC CLASS","Health Care","Equity","119,977.20","0.00","119,977.20","23,805.00","5.04","United States","NASDAQ","USD","1.00","USD","-"
"FRPH","FRP HOLDINGS INC","Real Estate","Equity","120,050.92","0.00","120,050.92","5,126.00","23.42","United States","NASDAQ","USD","1.00","USD","-"
"ROOT","ROOT INC CLASS A","Financials","Equity","120,130.35","0.00","120,130.35","2,073.00","57.95","United States","NASDAQ","USD","1.00","USD","-"
"AIOT","POWERFLEET INC","Information Technology","Equity","120,318.61","0.00","120,318.61","32,257.00","3.73","United States","NASDAQ","USD","1.00","USD","-"
"RUM","RUM GROUP INC CLASS A","Communication","Equity","120,652.30","0.00","120,652.30","21,130.00","5.71","United States","NASDAQ","USD","1.00","USD","-"
"LBRDA","LIBERTY BROADBAND CORP SERIES A","Communication","Equity","120,878.69","0.00","120,878.69","4,187.00","28.87","United States","NASDAQ","USD","1.00","USD","-"
"OLP","ONE LIBERTY PROPERTIES REIT INC","Real Estate","Equity","117,784.31","0.00","117,784.31","4,687.00","25.13","United States","NYSE","USD","1.00","USD","-"
"PACK","RANPAK HOLDINGS CORP CLASS A","Materials","Equity","117,915.75","0.00","117,915.75","18,225.00","6.47","United States","NYSE","USD","1.00","USD","-"
"ARVN","ARVINAS INC","Health Care","Equity","118,498.71","0.00","118,498.71","14,757.00","8.03","United States","NASDAQ","USD","1.00","USD","-"
"RES","RPC INC","Energy","Equity","118,584.18","0.00","118,584.18","21,138.00","5.61","United States","NYSE","USD","1.00","USD","-"
"METC","RAMACO RESOURCES INC CLASS A","Materials","Equity","119,076.75","0.00","119,076.75","11,505.00","10.35","United States","NASDAQ","USD","1.00","USD","-"
"KREF","KKR REAL ESTATE FINANCE INC TRUST","Financials","Equity","119,098.84","0.00","119,098.84","16,226.00","7.34","United States","NYSE","USD","1.00","USD","-"
"REPX","RILEY EXPLORATION PERMIAN INC","Energy","Equity","119,425.68","0.00","119,425.68","3,366.00","35.48","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"TITN","TITAN MACHINERY INC","Industrials","Equity","116,023.86","0.00","116,023.86","5,807.00","19.98","United States","NASDAQ","USD","1.00","USD","-"
"GCO","GENESCO INC","Consumer Discretionary","Equity","116,063.88","0.00","116,063.88","3,252.00","35.69","United States","NYSE","USD","1.00","USD","-"
"BFS","SAUL CENTERS REIT INC","Real Estate","Equity","116,102.72","0.00","116,102.72","3,254.00","35.68","United States","NYSE","USD","1.00","USD","-"
"HVT","HAVERTY FURNITURE COMPANIES INC","Consumer Discretionary","Equity","116,130.42","0.00","116,130.42","4,662.00","24.91","United States","NYSE","USD","1.00","USD","-"
"IBTA","IBOTTA INC CLASS A","Communication","Equity","116,707.50","0.00","116,707.50","4,446.00","26.25","United States","NYSE","USD","1.00","USD","-"
"BTBT","BIT DIGITAL INC","Information Technology","Equity","117,135.00","0.00","117,135.00","85,500.00","1.37","United States","NASDAQ","USD","1.00","USD","-"
"MATV","MATIV HOLDINGS INC","Materials","Equity","113,777.44","0.00","113,777.44","14,012.00","8.12","United States","NYSE","USD","1.00","USD","-"
"CYH","COMMUNITY HEALTH SYSTEMS INC","Health Care","Equity","113,791.86","0.00","113,791.86","41,682.00","2.73","United States","NYSE","USD","1.00","USD","-"
"CENT","CENTRAL GARDEN AND PET","Consumer Staples","Equity","115,106.25","0.00","115,106.25","2,631.00","43.75","United States","NASDAQ","USD","1.00","USD","-"
"CRML","CRITICAL METALS CORP","Materials","Equity","115,299.45","0.00","115,299.45","19,845.00","5.81","United States","NASDAQ","USD","1.00","USD","-"
"VITL","VITAL FARMS INC","Consumer Staples","Equity","115,435.32","0.00","115,435.32","8,866.00","13.02","United States","NASDAQ","USD","1.00","USD","-"
"INDI","INDIE SEMICONDUCTOR INC CLASS A","Information Technology","Equity","115,551.00","0.00","115,551.00","33,300.00","3.47","United States","NASDAQ","USD","1.00","USD","-"
"ACCO","ACCO BRANDS CORP","Industrials","Equity","112,920.00","0.00","112,920.00","28,230.00","4.00","United States","NYSE","USD","1.00","USD","-"
"RMNI","RIMINI STREET INC","Information Technology","Equity","113,072.40","0.00","113,072.40","25,640.00","4.41","United States","NASDAQ","USD","1.00","USD","-"
"FWRD","FORWARD AIR CORP","Industrials","Equity","113,536.25","0.00","113,536.25","7,445.00","15.25","United States","NASDAQ","USD","1.00","USD","-"
"OEC","ORION SA","Materials","Equity","113,559.54","0.00","113,559.54","16,246.00","6.99","United States","NYSE","USD","1.00","USD","-"
"CHCT","COMMUNITY HEALTHCARE TRUST INC","Real Estate","Equity","110,184.56","0.00","110,184.56","5,864.00","18.79","United States","NYSE","USD","1.00","USD","-"
"CERS","CERUS CORP","Health Care","Equity","111,243.31","0.00","111,243.31","37,967.00","2.93","United States","NASDAQ","USD","1.00","USD","-"
"INBK","FIRST INTERNET BANCORP","Financials","Equity","107,942.45","0.00","107,942.45","4,081.00","26.45","United States","NASDAQ","USD","1.00","USD","-"
"NGVC","NATURAL GROCERS BY VITAMIN COTTAGE","Consumer Staples","Equity","108,036.00","0.00","108,036.00","3,600.00","30.01","United States","NYSE","USD","1.00","USD","-"
"CMCO","COLUMBUS MCKINNON CORP","Industrials","Equity","108,229.68","0.00","108,229.68","6,714.00","16.12","United States","NASDAQ","USD","1.00","USD","-"
"VREX","VAREX IMAGING CORP","Health Care","Equity","108,916.08","0.00","108,916.08","9,974.00","10.92","United States","NASDAQ","USD","1.00","USD","-"
"ARHS","ARHAUS INC CLASS A","Consumer Discretionary","Equity","109,126.36","0.00","109,126.36","13,796.00","7.91","United States","NASDAQ","USD","1.00","USD","-"
"ALOY","REALLOYS INC","Materials","Equity","105,894.85","0.00","105,894.85","15,074.00","7.03","United States","NASDAQ","USD","1.00","USD","-"
"CZFS","CITIZENS FINANCIAL SERVICES INC","Financials","Equity","106,030.08","0.00","106,030.08","1,416.00","74.88","United States","NASDAQ","USD","1.00","USD","-"
"PHAT","PHATHOM PHARMACEUTICALS INC","Health Care","Equity","106,140.32","0.00","106,140.32","9,278.00","11.44","United States","NASDAQ","USD","1.00","USD","-"
"DSGN","DESIGN THERAPEUTICS INC","Health Care","Equity","106,538.32","0.00","106,538.32","9,044.00","11.78","United States","NASDAQ","USD","1.00","USD","-"
"GRNT","GRANITE RIDGE RESOURCES INC","Energy","Equity","106,627.25","0.00","106,627.25","21,985.00","4.85","United States","NYSE","USD","1.00","USD","-"
"SB","SAFE BULKERS INC","Industrials","Equity","106,935.14","0.00","106,935.14","13,942.00","7.67","Monaco","NYSE","USD","1.00","USD","-"
"CLFD","CLEARFIELD INC","Information Technology","Equity","107,318.37","0.00","107,318.37","3,463.00","30.99","United States","NASDAQ","USD","1.00","USD","-"
"ZUMZ","ZUMIEZ INC","Consumer Discretionary","Equity","104,018.48","0.00","104,018.48","5,492.00","18.94","United States","NASDAQ","USD","1.00","USD","-"
"EBS","EMERGENT BIOSOLUTIONS INC","Health Care","Equity","104,406.06","0.00","104,406.06","14,381.00","7.26","United States","NYSE","USD","1.00","USD","-"
"YORW","YORK WATER","Utilities","Equity","104,441.15","0.00","104,441.15","3,355.00","31.13","United States","NASDAQ","USD","1.00","USD","-"
"SPRY","ARS PHARMACEUTICALS INC","Health Care","Equity","104,858.82","0.00","104,858.82","17,653.00","5.94","United States","NASDAQ","USD","1.00","USD","-"
"FLGT","FULGENT GENETICS INC","Health Care","Equity","105,018.13","0.00","105,018.13","5,339.00","19.67","United States","NASDAQ","USD","1.00","USD","-"
"BLND","BLEND LABS INC CLASS A","Information Technology","Equity","105,067.30","0.00","105,067.30","62,170.00","1.69","United States","NYSE","USD","1.00","USD","-"
"SPT","SPROUT SOCIAL INC CLASS A","Information Technology","Equity","105,162.44","0.00","105,162.44","13,892.00","7.57","United States","NASDAQ","USD","1.00","USD","-"
"AHRT","AH REALTY INC","Real Estate","Equity","105,801.50","0.00","105,801.50","15,050.00","7.03","United States","NYSE","USD","1.00","USD","-"
"VTS","VITESSE ENERGY INC","Energy","Equity","102,226.00","0.00","102,226.00","6,470.00","15.80","United States","NYSE","USD","1.00","USD","-"
"CRSR","CORSAIR GAMING INC","Information Technology","Equity","102,233.15","0.00","102,233.15","10,379.00","9.85","United States","NASDAQ","USD","1.00","USD","-"
"CMT","CORE MOLDING TECHNOLOGIES INC","Materials","Equity","102,822.60","0.00","102,822.60","4,190.00","24.54","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"NNE","NANO NUCLEAR ENERGY INC","Industrials","Equity","103,018.72","0.00","103,018.72","6,608.00","15.59","United States","NASDAQ","USD","1.00","USD","-"
"TBCH","TURTLE BEACH CORP","Information Technology","Equity","103,447.68","0.00","103,447.68","8,592.00","12.04","United States","NASDAQ","USD","1.00","USD","-"
"OFIX","ORTHOFIX MEDICAL INC","Health Care","Equity","103,860.00","0.00","103,860.00","9,232.00","11.25","United States","NASDAQ","USD","1.00","USD","-"
"IPI","INTREPID POTASH INC","Materials","Equity","100,469.92","0.00","100,469.92","2,936.00","34.22","United States","NYSE","USD","1.00","USD","-"
"MAX","MEDIAALPHA INC CLASS A","Communication","Equity","100,707.10","0.00","100,707.10","7,670.00","13.13","United States","NYSE","USD","1.00","USD","-"
"PRTH","PRIORITY TECHNOLOGY HOLDINGS INC","Financials","Equity","100,948.21","0.00","100,948.21","16,049.00","6.29","United States","NASDAQ","USD","1.00","USD","-"
"IHRT","IHEARTMEDIA INC CLASS A","Communication","Equity","101,831.64","0.00","101,831.64","28,766.00","3.54","United States","NASDAQ","USD","1.00","USD","-"
"GRND","GRINDR INC","Communication","Equity","98,173.35","0.00","98,173.35","6,611.00","14.85","United States","NYSE","USD","1.00","USD","-"
"DBI","DESIGNER BRANDS INC CLASS A","Consumer Discretionary","Equity","98,465.64","0.00","98,465.64","18,034.00","5.46","United States","NYSE","USD","1.00","USD","-"
"LMNR","LIMONEIRA","Consumer Staples","Equity","98,537.70","0.00","98,537.70","7,545.00","13.06","United States","NASDAQ","USD","1.00","USD","-"
"FPI","FARMLAND PARTNERS INC","Real Estate","Equity","99,907.20","0.00","99,907.20","10,407.00","9.60","United States","NYSE","USD","1.00","USD","-"
"NEWT","NEWTEKONE INC","Financials","Equity","97,344.78","0.00","97,344.78","6,746.00","14.43","United States","NASDAQ","USD","1.00","USD","-"
"PLTK","PLAYTIKA HOLDING CORP","Communication","Equity","95,308.32","0.00","95,308.32","25,899.00","3.68","United States","NASDAQ","USD","1.00","USD","-"
"PLAY","DAVE AND BUSTERS ENTERTAINMENT INC","Consumer Discretionary","Equity","95,344.20","0.00","95,344.20","9,660.00","9.87","United States","NASDAQ","USD","1.00","USD","-"
"XPER","XPERI INC","Information Technology","Equity","95,374.43","0.00","95,374.43","12,599.00","7.57","United States","NYSE","USD","1.00","USD","-"
"SFIX","STITCH FIX INC CLASS A","Consumer Discretionary","Equity","95,614.64","0.00","95,614.64","26,708.00","3.58","United States","NASDAQ","USD","1.00","USD","-"
"PRTA","PROTHENA PLC","Health Care","Equity","95,655.00","0.00","95,655.00","10,932.00","8.75","United States","NASDAQ","USD","1.00","USD","-"
"NCMI","NATIONAL CINEMEDIA INC","Communication","Equity","93,367.82","0.00","93,367.82","24,766.00","3.77","United States","NASDAQ","USD","1.00","USD","-"
"PACB","PACIFIC BIOSCIENCES OF CALIFORNIA","Health Care","Equity","93,642.80","0.00","93,642.80","68,855.00","1.36","United States","NASDAQ","USD","1.00","USD","-"
"PSTL","POSTAL REALTY TRUST INC CLASS A","Real Estate","Equity","94,128.00","0.00","94,128.00","3,922.00","24.00","United States","NYSE","USD","1.00","USD","-"
"LILA","LIBERTY LATIN AMERICA LTD CLASS A","Communication","Equity","90,886.72","0.00","90,886.72","12,086.00","7.52","United States","NASDAQ","USD","1.00","USD","-"
"TWI","TITAN INTERNATIONAL INC","Industrials","Equity","90,970.86","0.00","90,970.86","11,343.00","8.02","United States","NYSE","USD","1.00","USD","-"
"ANIK","ANIKA THERAPEUTICS INC","Health Care","Equity","91,239.85","0.00","91,239.85","6,103.00","14.95","United States","NASDAQ","USD","1.00","USD","-"
"RGNX","REGENXBIO INC","Health Care","Equity","91,598.22","0.00","91,598.22","9,414.00","9.73","United States","NASDAQ","USD","1.00","USD","-"
"FC","FRANKLIN COVEY","Industrials","Equity","91,628.80","0.00","91,628.80","4,448.00","20.60","United States","NYSE","USD","1.00","USD","-"
"BSRR","SIERRA BANCORP","Financials","Equity","91,633.44","0.00","91,633.44","2,188.00","41.88","United States","NASDAQ","USD","1.00","USD","-"
"SERV","SERVE ROBOTICS INC","Consumer Discretionary","Equity","88,489.57","0.00","88,489.57","18,397.00","4.81","United States","NASDAQ","USD","1.00","USD","-"
"TG","TREDEGAR CORP","Materials","Equity","89,080.32","0.00","89,080.32","11,599.00","7.68","United States","NYSE","USD","1.00","USD","-"
"XRN","CHIRON REAL ESTATE INC","Real Estate","Equity","89,191.18","0.00","89,191.18","2,374.00","37.57","United States","NYSE","USD","1.00","USD","-"
"LXEO","LEXEO THERAPEUTICS INC","Health Care","Equity","89,863.44","0.00","89,863.44","19,284.00","4.66","United States","NASDAQ","USD","1.00","USD","-"
"HY","HYSTER YALE INC CLASS A","Industrials","Equity","90,329.90","0.00","90,329.90","2,729.00","33.10","United States","NYSE","USD","1.00","USD","-"
"GTN","GRAY MEDIA INC","Communication","Equity","86,506.20","0.00","86,506.20","21,845.00","3.96","United States","NYSE","USD","1.00","USD","-"
"NXDR","NEXTDOOR HOLDINGS INC CLASS A","Communication","Equity","87,146.67","0.00","87,146.67","39,793.00","2.19","United States","NYSE","USD","1.00","USD","-"
"AVIR","ATEA PHARMACEUTICALS INC","Health Care","Equity","87,585.41","0.00","87,585.41","18,517.00","4.73","United States","NASDAQ","USD","1.00","USD","-"
"BWMN","BOWMAN CONSULTING GROUP LTD","Industrials","Equity","88,013.40","0.00","88,013.40","3,391.00","25.95","United States","NASDAQ","USD","1.00","USD","-"
"XRX","XEROX HOLDINGS CORP","Information Technology","Equity","88,220.52","0.00","88,220.52","34,194.00","2.58","United States","NASDAQ","USD","1.00","USD","-"
"DSP","VIANT TECHNOLOGY INC CLASS A","Information Technology","Equity","84,583.50","0.00","84,583.50","7,905.00","10.70","United States","NASDAQ","USD","1.00","USD","-"
"ZIP","ZIPRECRUITER INC CLASS A","Communication","Equity","85,078.50","0.00","85,078.50","21,815.00","3.90","United States","NYSE","USD","1.00","USD","-"
"CRNC","CERENCE INC","Information Technology","Equity","85,184.71","0.00","85,184.71","10,087.00","8.45","United States","NASDAQ","USD","1.00","USD","-"
"FULC","FULCRUM THERAPEUTICS INC","Health Care","Equity","85,998.96","0.00","85,998.96","23,118.00","3.72","United States","NASDAQ","USD","1.00","USD","-"
"LPRO","OPEN LENDING CORP","Financials","Equity","86,058.00","0.00","86,058.00","27,320.00","3.15","United States","NASDAQ","USD","1.00","USD","-"
